"","speaker","date","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice"
"200","OBAMA","October 22, 2012",0.378522360857984,0.322444974064209,0.0700967334922193,0.0140193466984439,1.27576054955839,0.0140193466984439,1.34585728305061,0.0140193466984439,0.154212813682882,0.0140193466984439
"201","OBAM","October 22, 2012",0,0,0,0,0,0,0,0,0,0
"202","UNIDENTIFIED MALE","October 22, 2012",0,0,0,0,0,0,33.3333333333333,0,0,0
"203","SPEAKERS","October 3, 2012",0,0,0,0,0,0,0,0,0,0
"204","LEHRER","October 3, 2012",0.614628149969269,0,0.0614628149969269,0,0.122925629993854,0,3.4419176398279,0,0,0
"205","OBAMA","October 3, 2012",1.01231190150479,0.12311901504788,0.12311901504788,0.0136798905608755,0.779753761969904,0,0.957592339261286,0,0.027359781121751,0.0410396716826265
"206","ROMNEY","October 3, 2012",0.840764331210191,0.21656050955414,0.0382165605095541,0.0127388535031847,0.547770700636943,0,1.03184713375796,0,0.101910828025478,0
"207","PARTICIPANTS","October 19, 2016",0,0,0,0,0,0,0,0,0,0
"208","MODERATOR","October 19, 2016",0,0,0,0,0,0,0,0,0,0
"209","WALLACE","October 19, 2016",0.304785126485828,0.0914355379457482,0.213349588540079,0.0304785126485827,0.579091740323072,0,0.853398354160317,0.0304785126485827,0,0
"210","CLINTON","October 19, 2016",0.681554524361949,0.3915313225058,0.348027842227378,0.101508120649652,0.95707656612529,0,0.754060324825986,0.0145011600928074,0.0870069605568446,0.0580046403712297
"211","TRUMP","October 19, 2016",0.365185636031649,0.39561777236762,0.365185636031649,0.19780888618381,0.943396226415094,0.0456482045039562,0.502130249543518,0.106512477175898,0.0456482045039562,0.136944613511869
"212","PARTICIPANTS","October 9, 2016",0,0,0,0,0,0,0,0,0,0
"213","MODERATORS","October 9, 2016",0,0,0,0,0,0,0,0,0,0
"214","RADDATZ","October 9, 2016",0.141743444365698,0.141743444365698,0,0,0.566973777462792,0.070871722182849,0.496102055279943,0.141743444365698,0.070871722182849,0.141743444365698
"215","COOPER","October 9, 2016",0.332778702163062,0.249584026622296,0.0831946755407654,0.166389351081531,0.415973377703827,0,0.665557404326123,0,0,0.166389351081531
"216","QUESTION","October 9, 2016",1.05633802816901,0.352112676056338,1.05633802816901,0,1.40845070422535,0,1.40845070422535,0,0,0
"217","CLINTON","October 9, 2016",0.691763191763192,0.257400257400257,0.28957528957529,0.0482625482625483,1.11003861003861,0.0160875160875161,0.772200772200772,0.0160875160875161,0.160875160875161,0.0321750321750322
"218","TRUMP","October 9, 2016",0.428235944191187,0.469678132338721,0.207210940737671,0.138140627158447,1.00842657825667,0.0690703135792236,0.607818759497168,0.0828843762950684,0.0276281254316895,0.0828843762950684
"219","PARTICIPANTS","September 26, 2016",0,0,0,0,0,0,0,0,0,0
"220","MODERATOR","September 26, 2016",0,0,0,0,0,0,0,0,0,0
"221","HOLT","September 26, 2016",0.297619047619048,0.297619047619048,0,0.198412698412698,0.496031746031746,0,0.992063492063492,0,0,0
"222","CLINTON","September 26, 2016",0.424194815396701,0.314218381775334,0.345640219952867,0.125687352710134,1.09976433621367,0,0.785545954438335,0.0471327572663001,0.0942655145326002,0.0314218381775334
"223","TRUMP","September 26, 2016",0.317647058823529,0.270588235294118,0.247058823529412,0.0470588235294118,1.58823529411765,0.0235294117647059,0.682352941176471,0.0588235294117647,0,0.0352941176470588
